name,of,at,in,title,tags,body,see
McL17 3 Decisions,McElwain2,49,P3,Previous Decisions of this Court do not Support the Respondent’s Contention,action,,
McL17 4 General Law,McElwain2,65,P4,SSM Act Does not Exclude General Law Duties Owed to Lot Owners,duty,,
McL17 5 Orders,McElwain2,72,P5,Conclusion and Orders,order,,
Disqualified PA,PA02,16,P2'D2,Disqualified persons,"sa,def","(1)  A person is a disqualified person for the purposes of this Act if the person:
(a)  has a conviction in New South Wales or elsewhere for an offence involving dishonesty that was recorded in the last 10 years, unless the Secretary has determined under subsection (2) that the offence should be ignored, or
(b)  has a conviction that was recorded in the last 5 years for an offence under section 13 (Lending of licence or certificate of registration prohibited) of this Act, unless the Secretary has determined under subsection (2) that the offence should be ignored, or
(c)–(e)    (Repealed)
(f)  is a mentally incapacitated person, or
(g)  is disqualified from holding a licence, certificate of registration or other authority under a corresponding law or is the holder of such a licence, certificate of registration or other authority that is suspended, or
(h)  is the holder of a licence, permit or other authority that is suspended under legislation administered by the Minister or is disqualified from holding a licence, permit or other authority under legislation administered by the Minister, or
(i)  is in partnership with a person who is a disqualified person, or
(j)  is for the time being declared to be a disqualified person under Part 12 (Complaints and disciplinary action), or
(k)  is a corporation that is the subject of a winding up order or for which a controller or administrator has been appointed, or
(l)  has failed to pay a contribution or levy payable by the person under Part 10 (Compensation Fund) and the failure continues, or
(m)  has failed to pay an amount due as a debt to the Crown by way of recovery of an amount paid out of the Compensation Fund and the failure continues, or
(n)  has failed to pay any monetary penalty payable by the person under Part 12 (Complaints and disciplinary action) or has failed to comply with a direction given by the Secretary under that Part, and the failure continues, or
(o)  has failed to provide the Secretary with an auditor’s report that the person is required to provide under this Act on the audit of the records and documents relating to any money held in a trust account kept by the person under this Act, unless the Secretary determines that in the circumstances that failure should not disqualify the person, or
(p)  is in breach of any provision of this Act or the regulations that is prescribed by the regulations as a disqualifying breach.
(1A)  A person is also a disqualified person for the purposes of this Act (except for the purposes of eligibility to hold a certificate of registration) if the person:
(a)  is an undischarged bankrupt, or
(b)  at any time in the last 3 years was an undischarged bankrupt, applied to take the benefit of any law for the relief of bankrupt or insolvent debtors, compounded with his or her creditors or made an assignment of his or her remuneration for their benefit, or
(c)  is, or was at any time in the last 3 years, concerned in the management of, or a director of, an externally-administered body corporate (within the meaning of the Corporations Act) except in a case of the voluntary winding up of the body corporate, or
(d)  is a person:
(i)  who was, at any time in the last 3 years, concerned in the management of, or a director of, a body corporate that, within 12 months after the person ceasing to be such a person or director, became an externally-administered body corporate (within the meaning of the Corporations Act) except in the case of a voluntary winding up of the body corporate, and
(ii)  who failed (while concerned in the management of, or a director of, that body corporate) to take all reasonable steps to avoid the body corporate becoming an externally-administered body corporate.
(2)  The Secretary may determine that an offence committed by a person should be ignored for the purposes of this section because of the time that has passed since the offence was committed or because of the triviality of the acts or omissions giving rise to the offence.
(2A)  The Secretary may, in any case that the Secretary thinks it appropriate to do so, determine that a suspension or disqualification from holding a licence, permit or other authority under legislation administered by the Minister (as referred to in subsection (1) (h)) is to be ignored for the purposes of this section.
(2B)  The Secretary may exempt a person from the operation of subsection (1A) (a), (b) or (c) by:
(a)  certifying, in the case of exemption from subsection (1A) (a), that the Secretary is satisfied that the person took all reasonable steps to avoid the bankruptcy concerned, or
(b)  certifying, in the case of exemption from subsection (1A) (b), that the Secretary is satisfied that the person took all reasonable steps to avoid the bankruptcy or other financial difficulties concerned, or
(c)  certifying, in the case of exemption from subsection (1A) (c), that the Secretary is satisfied that the person took all reasonable steps (while concerned in the management of, or a director of, the body corporate) to avoid the body corporate becoming an externally-administered body corporate.
(2C)  Subsection (1A) (d) does not operate to make a person a disqualified person unless the Secretary has served a notice on the person giving the person the opportunity to make oral or written submissions to the Secretary within a period (not being less than 14 days) specified in the notice with respect to the grounds on which the person believes he or she took all reasonable steps to avoid the body corporate becoming an externally-administered body corporate and the Secretary is satisfied that the person failed to take all such steps.
(2D)  In determining for the purposes of subsection (2B) or (2C) what reasonable steps could have been taken by a person to avoid a particular outcome, the Secretary is to have regard to the steps that could have been taken by the person from the time that the financial difficulties that gave rise to the outcome first arose.
(3)  In this section:
corresponding law means a law of another Australian jurisdiction that is declared by the Minister from time to time by order published in the Gazette to be a law that corresponds to this Act.
Editorial note. For orders under this subsection, see Gazette No 74 of 16.4.2004, p 2127.",
PA dishonest conviction,PA02,16(a),P2'D2,Disqualified persons (a),"sa,def","has a conviction in New South Wales or elsewhere for an offence involving dishonesty that was recorded in the last 10 years, unless the Secretary has determined under subsection (2) that the offence should be ignored",
PA mental incapacitation,PA02,16(f),P2'D2,Disqualified persons (f),"sa,def",is a mentally incapacitated person,
PA disqualified discipline,PA02,16(j),P2'D2,Disqualified persons (j),"sa,def",is for the time being declared to be a disqualified person under Part 12 (Complaints and disciplinary action),PA disciplinary ground
PA disqualified breach,PA02,16(p),P2'D2,Disqualified persons (p),"sa,def",is in breach of any provision of this Act or the regulations that is prescribed by the regulations as a disqualifying breach.,
PA proper supervision,PA02,32,P3'D2,Duty of licensee and person in charge to properly supervise business,"sa,duty","(1)  A licensee must properly supervise the business carried on by the licensee.
(2)  A licensee employed by another licensee (the principal licensee) as the person in charge of business at a place of business of the principal licensee must properly supervise the business of the principal licensee carried on at that place.
(3)  The requirement to properly supervise the conduct of business includes the following requirements:
(a)  a requirement to properly supervise persons engaged in the business,
(b)  a requirement to establish procedures designed to ensure that the provisions of this Act and any other laws relevant to the conduct of that business are complied with,
(c)  a requirement to monitor the conduct of business in a manner that will ensure as far as practicable that those procedures are complied with.
(4)  The Secretary may from time to time issue and notify to licensees guidelines as to what constitutes the proper supervision of the business of a licensee. A failure to comply with the requirements of any such guidelines in connection with the supervision of a business constitutes a failure to properly supervise the business.
(5)  A reference in this section to a person who is engaged in a business carried on by a licensee is a reference to a person:
(a)  who is engaged in the business as an employee of the licensee, or
(b)  who is engaged by the licensee, other than as an employee of the licensee, to provide services in the course of the business, or
(c)  whose services are provided to the licensee in the course of the business, other than as an employee of the licensee, under an arrangement entered into by the licensee with another person.
Maximum penalty:
(a)  200 penalty units in the case of a corporation, or
(b)  100 penalty units in any other case.",
PA supervising,PA02,32(3),P3'D2,Duty of licensee and person in charge to properly supervise business (3),"sa,def","The requirement to properly supervise the conduct of business includes the following requirements:
(a)  a requirement to properly supervise persons engaged in the business,
(b)  a requirement to establish procedures designed to ensure that the provisions of this Act and any other laws relevant to the conduct of that business are complied with,
(c)  a requirement to monitor the conduct of business in a manner that will ensure as far as practicable that those procedures are complied with.",
PA liscensee rules,PA02,37,P3'D2,Rules of conduct for licensee’s business,"sa,offence","(1)  The regulations may prescribe rules of conduct to be observed in the course of the carrying on of business or the exercise of functions under a licence or certificate of registration.
(2)  A licensee or registered person who without reasonable excuse contravenes a rule of conduct prescribed for the purposes of this section is guilty of an offence.


Maximum penalty:(a)  100 penalty units in the case of a corporation, or
(b)  50 penalty units in any other case.","PA Knows legislation,PA Fiduciary obligation,PA Fairness,PA Diligence,PA Harassment,PA Client interests,PA Accord authority,PA Accord instruction,PA Employees comply,PA Conflict,PA Referrals,PA Mislead solicitation,PA Act representation,SMA Collection agent,SMA Specific instruction,PA Agency agreement R.,SMA Agency agreement R."
PA employee liable,PA02,41,P3'D3,Liability of licensee for acts of employees,"sa,def","A licensee who employs a person at any place of business of the licensee is responsible, in tort and in contract, for anything done or not done by the person:
(a)  within the scope of the employee’s authority, or
(b)  for the benefit, or the purported or intended benefit, of the licensee or the licensee’s business.",
PA ad misrepresent,PA02,52,P3'D5,Misrepresentation by licensee or registered person,"sa,offence","(1)  A person who, while exercising or performing any function as a licensee or registered person, by any statement, representation or promise that is false, misleading or deceptive (whether to the knowledge of the person or not) or by any concealment of a material fact (whether intended or not), induces any other person to enter into any contract or arrangement is guilty of an offence against this Act.
Maximum penalty: 200 penalty units.
(2)  Without limiting the generality of subsection (1), a statement, representation or promise is taken to be false, misleading or deceptive if it is of such a nature that it would reasonably tend to lead to a belief in the existence of a state of affairs that does not in fact exist, whether or not the statement, representation or promise indicates that the state of affairs does exist.
(3)  It is a sufficient defence to a prosecution for an offence under this section if the defendant proves that the defendant did not know, and had no reasonable cause to suspect, that the statement, representation or promise was false, misleading or deceptive.",
Unjust interpretation,PA02,53A,P3'D6,Unjust conduct by licensees - Interpretation,"sa,def","(1)  For the purposes of this Division, conduct of a licensee is unjust if it is conduct:
(a)  that is dishonest or unfair, or
(b)  that consists of anything done, or omitted to be done, in breach of contract, whether or not proceedings in respect of the breach have been brought, or
(c)  that consists of the contravention of this Act or the regulations or any other enactment administered by the Minister, or
(d)  that consists of the failure to comply with a condition or restriction to which the licence is subject or an order of the Tribunal applicable to the holder.",
PA dishonest or unfair,PA02,53A(1a),P3'D6,Unjust conduct by licensees - Interpretation (1a),"sa,def","unjust if it is conduct (a) that is dishonest or unfair,",
PA contract breach,PA02,53A(1b),P3'D6,Unjust conduct by licensees - Interpretation (1b),"sa,def","unjust if conduct (b) that consists of anything done, or omitted to be done, in breach of contract, whether or not proceedings in respect of the breach have been brought, o",
PA contrave Acts,PA02,53A(1c),P3'D6,Unjust conduct by licensees - Interpretation (1c),"sa,def","unjust if conduct (c)  that consists of the contravention of this Act or the regulations or any other enactment administered by the Minister, or",
Commission / expense,PA02,54,P4'D1,Definitions (Agency agreements),"sa,def","In this Division:
commission means remuneration by way of commission, fee, gain or reward for services performed by a licensee in the capacity of licensee.
expenses means any sum or reimbursement for expenses or charges incurred in connection with services performed by a licensee in the capacity of licensee.",
Agency remunerartion,PA02,55,P4'D1,No entitlement to commission or expenses without agency agreement,"sa,def","(1)  A licensee is not entitled to any commission or expenses from a person for or in connection with services performed by the licensee in the capacity of licensee for or on behalf of the person unless:
(a)  the services were performed pursuant to an agreement in writing (an agency agreement) signed by or on behalf of:
(i)  the person, and
(ii)  the licensee, and
(b)  the agency agreement complies with any applicable requirements of the regulations, and
(c)  a copy of the agency agreement signed by or on behalf of the licensee was served by the licensee on that person within 48 hours after the agreement was signed by or on behalf of the person.
Note. Section 55A allows a court or tribunal to order that commission and expenses are recoverable in certain circumstances despite subsection (1).
(2)  The regulations may make provision for or with respect to regulating the form of agency agreements and the terms, conditions and other provisions that an agency agreement must or must not contain. Without limiting this subsection, the regulations may prescribe one or more standard forms of agency agreement.
(3)  Without limiting the means by which a copy of the agency agreement may be served on a person, it may be served by means of facsimile transmission or by such other means as the regulations may allow.",
Agency instrument served,PA02,55(1-c),P4'D1,No entitlement to commission or expenses without agency agreement (1-c),"sa,def","(1) A licensee is not entitled to any commission or expenses from a person for or in connection with services performed by the licensee in the capacity of licensee for or on behalf of the person unless:
(c)  a copy of the agency agreement signed by or on behalf of the licensee was served by the licensee on that person within 48 hours after the agreement was signed by or on behalf of the person.",
Agency disentitle relief,PA02,55A,P4'D1,Relief from disentitlement to commission and expenses,"sa,def","(1)  A court or tribunal before which relevant proceedings are taken may order that commission or expenses are wholly or partly recoverable by a licensee who would otherwise not be entitled to the commission or expenses (under section 55) because of:
(a)  a failure by the licensee to serve a copy of the relevant agency agreement on the person within 48 hours after it was signed by or on behalf of the person, or
(b)  a failure of the relevant agency agreement to comply with the requirements of the regulations.
(2)  A court or tribunal is not to make such an order in circumstances of a failure to serve a copy of the agency agreement within the required time unless satisfied that:
(a)  the failure was occasioned by inadvertence or other cause beyond the control of the licensee, and
(b)  the commission or expenses that will be recoverable if the order is made are in all the circumstances fair and reasonable, and
(c)  failure to make the order would be unjust.
(3)  A court or tribunal is not to make such an order in circumstances of a failure of the agency agreement to comply with the requirements of the regulations unless satisfied that:
(a)  the failure is a minor failure, and
(b)  no loss has been suffered as a result of the failure by the person for whom or on whose behalf the services concerned were performed, and
(c)  failure to make the order would be unjust.
(4)  Proceedings are relevant proceedings if they are proceedings taken by a licensee for the recovery of commission or expenses from a person or proceedings on a consumer claim relating to commission or expenses (as referred to in section 36) in relation to which a licensee is a respondent.
",
Itemised account,PA02,101,P7'D5,Person concerned in transaction may request itemised account,"sa,duty","(1)  A person directly concerned in any transaction by or with a licensee in connection with the licensee’s business as a licensee may request the licensee in writing to render to the person in the manner prescribed by the regulations an itemised account of the transaction.
(2)  The licensee must comply with the request within 14 days after the request is served on the licensee.
(3)  A person may not request an itemised account of a transaction that took place more than 6 months before the making of the request.",
Financial disclosure,PA02,102,P7'D5,Offence (Information about trust accounts or transactions),"sa,offence","(1)  A person directly concerned in any transaction by or with a licensee in connection with the licensee’s business as a licensee may request the licensee in writing to render to the person in the manner prescribed by the regulations an itemised account of the transaction.
(2)  The licensee must comply with the request within 14 days after the request is served on the licensee.
(3)  A person may not request an itemised account of a transaction that took place more than 6 months before the making of the request.",
PA records,PA02,103,P8'D1,Liscensee's records,"sa,duty","(1)  In this Act:
licensee’s records means:
(a)  records required to be kept by a licensee by or under this Act that are in the possession, custody or control of the licensee, and
(b)  records and documents in the possession, custody or control of a licensee that relate to any account (whether or not a trust account) kept by the licensee in connection with the licensee’s business as a licensee or to any transaction by or with the licensee in connection with the licensee’s business as a licensee.
(2)  If records or documents that were licensee’s records are in the possession, custody or control of a person as a former licensee, as the personal representative of a deceased licensee, or as a result of the transfer of the business of the licensee or otherwise, those records or documents are still licensee’s records for the purposes of this Division.
(3)  An account on which a strata managing agent operates for or on behalf of an owners corporation, or on which a community managing agent operates on behalf of an association constituted under the Community Land Development Act 1989 is taken to be an account kept by the agent in connection with his or her business as a licensee.
(4)  This Part extends to records in the possession, custody or control of a person even when the records are located outside the State.",
PA record keeping,PA02,104,P8'D1,Licensee to make and keep certain records,"sa,duty","(1)  A licensee must make the following records:
(a)  a record containing full particulars of all transactions by or with the licensee in connection with his or her business as a licensee,
(b)  such other records relating to the licensee’s business as a licensee as may be required by the regulations.
(2)  A record required by this section must be kept for at least 3 years after it is made.
(3)  The record must be kept:
(a)  by the licensee at the licensee’s registered office (while the licensee remains a licensee), or
(b)  if the licensee ceases to be a licensee, by the former licensee in his or her possession, custody or control unless the former licensee authorises some other person to have possession, custody or control of the record, or
(c)  by any other person who obtains possession, custody or control of the record whether as a result of being the personal representative of a deceased licensee or by transfer of the business of the licensee or otherwise.
(4)  The regulations may make provision for the manner and form in which a record required by this section is to be kept.
(5)  An entry in a record made under this section and kept at the registered office of a licensee is presumed, unless the contrary is proved, to have been made by or with the authority of the licensee.

(6)  A person who contravenes a provision of this section is guilty of an offence.
Maximum penalty: 50 penalty units.",
SMA instrument requirement,PA02,109,P8'D1,Additional requirements for managing agents,"sa,duty","(1)  A strata managing agent or community managing agent must keep a copy of the following instruments:
(a)  an instrument of appointment appointing the agent as strata managing agent or community managing agent, and
(b)  an instrument of delegation delegating to the agent any powers, authorities, duties or functions of an owners corporation or an association.
(2)  A copy of an instrument of appointment or delegation kept under this section is a licensee’s record for the purposes of this Part.
(3)  In this section:
association means a community association, precinct association or neighbourhood association constituted under section 25 of the Community Land Development Act 1989.
owners corporation means an owners corporation constituted under the Strata Schemes Management Act 2015.",
Licensee audit ,PA02,111,P8'D2,Requirement for audit,"sa,duty","(1)  A person who is a licensee, a former licensee or the personal representative of a licensee must, within 3 months after the end of the audit period applicable to the person:
(a)  cause the records and documents relating to any money held during that period in a trust account kept by the person in accordance with this Act to be audited by a person qualified to act as an auditor for the purposes of this Division, and
(b)  if the auditor’s report on the audit is a qualified report, lodge the report with the Secretary.
(1A)  An auditor’s report is a qualified report if it sets out any discovery by the auditor that any breach of this Act or the regulations has been committed, that there is any discrepancy relating to the trust account to which the audit relates or that the records or documents concerned are not kept in such a manner as to enable them to be properly audited.
(2)  The Secretary may in a particular case or class of cases by order in writing extend the period of 3 months under subsection (1).
(3)  An auditor’s report under this section must be kept for at least 3 years:
(a)  by the licensee at the licensee’s registered office (while the licensee remains a licensee), or
(b)  if the licensee ceases to be a licensee, by the former licensee in his or her possession, custody or control unless the former licensee authorises some other person to have possession, custody or control of the report, or
(c)  by any other person who obtains possession, custody or control of the report whether as a result of being the personal representative of a licensee or by transfer of the business of the licensee or otherwise.
(4)  The auditor’s report is to be in a form approved by the Secretary and is to be signed by the auditor.
Maximum penalty:
(a)  100 penalty units in the case of a corporation, or
(b)  50 penalty units in any other case.",
Property,PA02,123,P9'D1,"property, in relation to a licensee, means:","sa,def","(a)  money or other property received by the licensee on behalf of another person in the conduct of the licensee’s business, or
(b)  interest, dividends, income, profits or other property derived from or acquired with money or other property referred to in paragraph (a), or
(c)  documents and records of any description relating to anything referred to in paragraph (a) or (b) or to the licensee’s business, or
(d)  any means by which any records referred to in paragraph (c) that are not written may be reproduced in writing,",
Fail to account (P9),PA02,125,P9'D1,Failure to account,"sa,def","(1)  In this Part, failure to account means a failure by a licensee to account for, pay or deliver money or other valuable property:
(a)  that has been received by or entrusted to the licensee, or an associate of the licensee, in the course of the carrying on of the licensee’s business, and
(b)  that is, in the case of money or other valuable property received by or entrusted to an associate of the licensee, under the direct or indirect control of the licensee,
being a failure that arises from an act or omission of the licensee or associate.
(2)  The reference in the definition of failure to account in subsection (1) to money or other valuable property received by or entrusted to a licensee includes a reference to money or other valuable property that is received by or entrusted to the licensee as trustee, agent, bailee or stakeholder, or in any other capacity.",
Fail to account (P10),PA02,171,P10'D3,Meaning of “failure to account”,"sa,def","(1)  In this Division, a reference to a failure to account is a reference to a failure by a licensee to account for money or other valuable property entrusted to the licensee or an associate of the licensee in the course of the carrying on of the licensee’s business as a licensee.
(2)  This Division applies only to a failure to account that arises from an act or omission of the licensee or associate.
(3)  For the purposes of this Division, it does not matter that the failure to account occurred after the licensee ceased to be licensed, if the money or other valuable property concerned was entrusted to the licensee (or an associate of the licensee) before the licensee ceased to be licensed.
(4)  This Division applies whether the failure to account, or the act or omission, took place before or after the commencement of this Division.
(5)  For the purposes of this Division, a licensee’s business includes acting as a selling agent for a home in a residential community under the Residential (Land Lease) Communities Act 2013.",
Compensation fund claim,PA02,173,P10'D3,Claims against Compensation Fund,"sa,action","(1)  The Compensation Fund is held, and is to be applied, for the purpose of compensating persons who suffer pecuniary loss because of a failure to account.
(2)  A person who claims to have suffered a pecuniary loss because of a failure to account may make a claim against the Compensation Fund, but only if the claim is made in writing to the Secretary within:
(a)  a period of 12 months after the person has become aware of the failure to account, or
(b)  a period of 2 years after the date of the failure to account,
whichever period ends first.
(3)  However, a claim caused by a failure of a licensee (or an employee or agent of a licensee) to lodge a rental bond with the Rental Bond Board may also be made at any time within one year after the termination of the tenancy agreement.
(4)  A licensee does not have a claim against the Compensation Fund in respect of a pecuniary loss suffered in connection with the licensee’s business as a licensee because of a failure to account.
(5)  Subject to this section, the Secretary may receive and allow, in whole or in part, any claim against the Compensation Fund at any time after the relevant failure to account arose.
(6)  The Secretary may disallow any claim, in whole or in part, in appropriate cases. In particular the Secretary may disallow a claim to the extent that pecuniary loss was suffered as a result of a failure to mitigate loss or was occasioned by unreasonable delay in making a claim.",
PA disciplinary ground,PA02,191,P12,Grounds for disciplinary action,"sa,action","Disciplinary action under this Part can be taken against a person who is or was the holder of a licence or certificate of registration on any one or more of the following grounds:
(a)  the person has contravened a provision of this Act or any other Act administered by the Minister, or the regulations under any such Act, whether or not the person has been prosecuted or convicted of an offence in respect of the contravention,
(b)  the person has contravened a condition of the licence or certificate of registration,
(c)  the person has, in the course of carrying on business or exercising functions under the licence or certificate of registration, acted unlawfully, improperly, unfairly or incompetently,
(d)  the person is a disqualified person or is otherwise not eligible under section 14 to hold a licence or certificate of registration,
(e)  the person is not a fit and proper person to be involved in the direction, management or conduct of the business of a licensee,
(f)  the person has failed to pay any part of a contribution or levy that is due and payable under Part 10 (Compensation Fund),
(g)  the person has breached an undertaking given by the person to the Secretary under this Act or the Fair Trading Act 1987, in respect of the person’s conduct of business or exercise of functions under the licence or certificate of registration,
(h)  the person has failed to comply with a direction given to the person by the Secretary pursuant to the taking of disciplinary action under this Part,
(i)  the person has failed to pay a monetary penalty imposed on the person by the Secretary pursuant to the taking of disciplinary action under this Part,
(j)  the issue of the person’s licence or certificate of registration was obtained by fraud or mistake,
(k)  grounds specified in the regulations as grounds for the taking of disciplinary action against a person under this Act.",
PA contravene legislation,PA02,191(a),P12,Grounds for disciplinary action (a),"sa,action","the person has contravened a provision of this Act or any other Act administered by the Minister, or the regulations under any such Act, whether or not the person has been prosecuted or convicted of an offence in respect of the contravention,",
PA contravene licence,PA02,191(b),P12,Grounds for disciplinary action (b),"sa,action","the person has contravened a condition of the license or certificate of registration,",
PA acting improperly,PA02,191(c),P12,Grounds for disciplinary action (c),"sa,action","the person has, in the course of carrying on business or exercising functions under the licence or certificate of registration, acted unlawfully, improperly, unfairly or incompetently,",
PA unfit direction,PA02,191(e),P12,Grounds for disciplinary action (e),"sa,action","the person is not a fit and proper person to be involved in the direction, management or conduct of the business of a licensee,",
PA undertaking breach,PA02,191(g),P12,Grounds for disciplinary action (g),"sa,action"," the person has breached an undertaking given by the person to the Secretary under this Act or the Fair Trading Act 1987, in respect of the person’s conduct of business or exercise of functions under the licence or certificate of registration,
",
PA disciplinary regulations,PA02,191(k),P12,Grounds for disciplinary action (k),"sa,action",grounds specified in the regulations as grounds for the taking of disciplinary action against a person under this Act.,
PA Indemnity insured,PA14,10,P2,Professional indemnity insurance,"sa,duty","(1)  A licensee must be insured under a policy of professional indemnity insurance in force with respect to the licensee, or the licensee’s employer, that complies with the requirements of this clause.
Note. Under section 22 of the Act it is a condition of a licensee’s licence that the licensee be insured as required by this clause.
(2)  The policy must provide cover for the following types of civil liability arising in the conduct of an agency business:
(a)  liability arising from any acts or omissions of the licensee that constitute:
(i)  negligence, or
(ii)  misleading or deceptive conduct, or
(iii)  breach of professional duty, or
(iv)  unintentional defamation, or
(v)  unintentional interference with intellectual property rights,
(b)  vicarious liability arising from any acts or omissions of an employee, agent or other person engaged in the agency business that constitute:
(i)  negligence, or
(ii)  misleading or deceptive conduct, or
(iii)  breach of professional duty, or
(iv)  defamation (for which the claimant is not at fault), or
(v)  interference with intellectual property rights (for which the claimant is not at fault), or
(vi)  fraud or dishonesty by the employee, agent or other person (for which the claimant is not at fault).
(3)  To avoid doubt, civil liability includes liability for personal injury.
(4)  The policy must provide cover of not less than $1 million for any one claim and not less than $3 million in the aggregate for all claims made during the period of insurance.
(5)  Amounts referred to in subclause (4) are inclusive of any costs incurred or payable by the claimant in connection with the claim (including legal costs).
(6)  A licensee is required to be insured under this clause only if the licensee engages in activities for which a licence is required under the Act.
(7)  A licensee is not required to be insured under this clause in respect of civil liability arising in the conduct of either of the following activities:
(a)  commercial property agency work with respect to any property that exceeds $10 million in value,
(b)  commercial property agency work carried out by a corporation on behalf of an affiliate that has indemnified the corporation against claims in accordance with this clause.
(8)  An indemnity provided to a corporation by its affiliate must cover:
(a)  any claim arising from a type of civil liability referred to in this clause, and
(b)  an amount equivalent to the amount of cover that would otherwise be required for such claims under this clause.
(9)  In this clause:
agency business means a business referred to in section 8 (1) of the Act.
employer of a licensee means a person who employs or otherwise engages the licensee to perform services for which a licence is required under the Act.
Note. Insurers must be authorised to provide insurance under the Insurance Act 1973 of the Commonwealth.",
Computer systems,PA14,22,P4,Computer systems control,"sa,duty","(1)  If a licensee maintains records for the purposes of this Part by means of a computer system, the licensee must comply with this clause in relation to the records.
(2)  The licensee must maintain a record, compiled in chronological sequence, of all changes (including creation, amendment or deletion) to any of the following information:
(a)  the name of the person on behalf of whom the licensee acts,
(b)  the address of the person on behalf of whom the licensee acts,
(c)  the code reference number, if any, of the person on behalf of whom the licensee acts,
(d)  agency description,
(e)  trust account number,
disclosing the details of the information before and after the change.
(3)  The licensee must ensure, in respect of any journal:
(a)  that entries balance before those entries are made in the ledger, and
(b)  that any journal reference numbers are allocated in sequence under program control.
(4)  The licensee must ensure in respect of any ledger that no program is capable of accepting the entry of a transaction resulting in a debit balance to an account unless a contemporaneous record of the transaction is made in such a manner as to enable the production in permanent legible form, on demand, of a separate chronological report of all such occurrences.
(5)  The licensee must ensure in respect of any ledger that no program enables the deletion of an account unless:
(a)  the balance of the account is zero, and
(b)  the account when deleted is retained (as it was immediately before deletion) in a form from which the information can be produced on demand in permanent legible form in the English language.
(6)  The licensee must ensure that any entry in a record produced in visible form appears in chronological sequence.
(7)  The licensee must ensure that a report, or each page of or entry in a report, is numbered sequentially under program control in a manner that enables the completeness of the records required to be kept by this Part to be conveniently verified.
(8)  The licensee must ensure that no amendment to the particulars of a transaction already recorded can be made otherwise than by a separate transaction effecting the amendment.
(9)  The licensee must ensure that each program requires input in each field of a data entry screen intended to receive information required by this Part to be included in records.
(10)  The licensee must ensure that either:
(a)  a back-up copy of all records to which this clause refers is made on a computer disk or magnetic tape or by other electronic means not less frequently than once each month, and the most recent back-up copy is kept in such a place at a separate location that any incident (such as fire, or a power or disk failure) that could adversely affect the records would not also affect the back-up copy, or
(b)  all records to which this clause refers are backed up using cloud technology through the internet not less frequently than once each month.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
Systems chronology,PA14,22(6),P4,Computer systems control (6),"sa,duty","The licensee must ensure in respect of any ledger that no program is capable of accepting the entry of a transaction resulting in a debit balance to an account unless a contemporaneous record of the transaction is made in such a manner as to enable the production in permanent legible form, on demand, of a separate chronological report of all such occurrences.",
Systems finality,PA14,22(8),P4,Computer systems control (8),"sa,duty",The licensee must ensure that no amendment to the particulars of a transaction already recorded can be made otherwise than by a separate transaction effecting the amendment.,
Trust receipts,PA14,23,P4,Receipts for trust money,"sa,duty","(1)  A licensee must, immediately on receiving money for or on behalf of any person, prepare or cause to be prepared a receipt in accordance with this clause.
(2)  When a receipt is being prepared by a licensee:
(a)  from the trust receipt book, a copy of the entries made on the receipt must be made simultaneously on the machine numbered duplicate form provided in the book, or
(b)  otherwise than from a trust receipt book, a copy of the entries made on the receipt must be made simultaneously in the record required to be kept by clause 26 (Record of trust account transactions).
(3)  The following particulars must be shown on a receipt:
(a)  the date of issue,
(b)  the number of the receipt in numerical sequence,
(c)  the name of the licensee and the words “Trust Account”,
(d)  the name of the person from whom the payment was received,
(e)  the name and ledger reference number of the person on behalf of whom the payment was made,
(f)  particulars sufficient to identify the transaction in respect of which the money was paid,
(g)  the amount of money received and whether (or the extent to which) it was paid in cash or by cheque, by electronic funds transfer or otherwise.
(4)  Receipts must be prepared in the numerical order of the series to which they belong.
(5)  The original of a receipt must be issued, on demand, to the person from whom the trust money is received.
(6)  A licensee must retain:
(a)  any original receipt that is not issued to the person from whom the trust money is received, and
(b)  any original receipt that is cancelled after it is prepared, and
(c)  duplicate receipts.
(7)  Despite subclause (6) (c), a licensee is not required to retain duplicate receipts in relation to money received if an electronic record of receiving the money was made as soon as was practicable after the money was received.
(8)  When a receipt is issued by a licensee in respect of rent collected, there must be shown on the receipt (in addition to the particulars required by subclause (3)) the date to which rent has been calculated and the position of the rental account as at that date.
(9)  When a strata managing agent or community managing agent issues a receipt for a payment received in the course of acting as a strata managing agent or community managing agent, the agent must (in addition to the particulars required by subclause (3)) show on the receipt the following particulars:
(a)  if the payment is in respect of a contribution referred to in section 75 or 76 of the Strata Schemes Management Act 1996—the fact that it is made in respect of that contribution and the lot number in respect of which the contribution is paid,
(b)  if the payment is in respect of a regular periodic contribution determined under section 75 or 76 of the Strata Schemes Management Act 1996—the period in respect of which the payment is made,
(c)  if the payment is in respect of a contribution referred to in clause 11 of Schedule 1 to the Community Land Management Act 1989—the fact that it is made in respect of that contribution, a statement identifying the land or premises in respect of which the liability to make the contribution is imposed and, if the contribution is a regular periodic contribution, the period in respect of which it is made,
(d)  if the payment was received in respect of more than one matter—the apportionment of that payment between those matters,
(e)  if the receipt is issued from a general trust receipt book—the name of the owners corporation, community association, precinct association or neighbourhood association for or on behalf of which the payment is received.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
