name,of,at,in,title,tags,body,see
Licensee audit ,PA02,111,P8'D2,Requirement for audit,"sa,duty","(1)  A person who is a licensee, a former licensee or the personal representative of a licensee must, within 3 months after the end of the audit period applicable to the person:
(a)  cause the records and documents relating to any money held during that period in a trust account kept by the person in accordance with this Act to be audited by a person qualified to act as an auditor for the purposes of this Division, and
(b)  if the auditor’s report on the audit is a qualified report, lodge the report with the Secretary.
(1A)  An auditor’s report is a qualified report if it sets out any discovery by the auditor that any breach of this Act or the regulations has been committed, that there is any discrepancy relating to the trust account to which the audit relates or that the records or documents concerned are not kept in such a manner as to enable them to be properly audited.
(2)  The Secretary may in a particular case or class of cases by order in writing extend the period of 3 months under subsection (1).
(3)  An auditor’s report under this section must be kept for at least 3 years:
(a)  by the licensee at the licensee’s registered office (while the licensee remains a licensee), or
(b)  if the licensee ceases to be a licensee, by the former licensee in his or her possession, custody or control unless the former licensee authorises some other person to have possession, custody or control of the report, or
(c)  by any other person who obtains possession, custody or control of the report whether as a result of being the personal representative of a licensee or by transfer of the business of the licensee or otherwise.
(4)  The auditor’s report is to be in a form approved by the Secretary and is to be signed by the auditor.
Maximum penalty:
(a)  100 penalty units in the case of a corporation, or
(b)  50 penalty units in any other case.",
Property,PA02,123,P9'D1,"property, in relation to a licensee, means:","sa,def","(a)  money or other property received by the licensee on behalf of another person in the conduct of the licensee’s business, or
(b)  interest, dividends, income, profits or other property derived from or acquired with money or other property referred to in paragraph (a), or
(c)  documents and records of any description relating to anything referred to in paragraph (a) or (b) or to the licensee’s business, or
(d)  any means by which any records referred to in paragraph (c) that are not written may be reproduced in writing,",
Fail to account (P9),PA02,125,P9'D1,Failure to account,"sa,def","(1)  In this Part, failure to account means a failure by a licensee to account for, pay or deliver money or other valuable property:
(a)  that has been received by or entrusted to the licensee, or an associate of the licensee, in the course of the carrying on of the licensee’s business, and
(b)  that is, in the case of money or other valuable property received by or entrusted to an associate of the licensee, under the direct or indirect control of the licensee,
being a failure that arises from an act or omission of the licensee or associate.
(2)  The reference in the definition of failure to account in subsection (1) to money or other valuable property received by or entrusted to a licensee includes a reference to money or other valuable property that is received by or entrusted to the licensee as trustee, agent, bailee or stakeholder, or in any other capacity.",
Fail to account (P10),PA02,171,P10'D3,Meaning of “failure to account”,"sa,def","(1)  In this Division, a reference to a failure to account is a reference to a failure by a licensee to account for money or other valuable property entrusted to the licensee or an associate of the licensee in the course of the carrying on of the licensee’s business as a licensee.
(2)  This Division applies only to a failure to account that arises from an act or omission of the licensee or associate.
(3)  For the purposes of this Division, it does not matter that the failure to account occurred after the licensee ceased to be licensed, if the money or other valuable property concerned was entrusted to the licensee (or an associate of the licensee) before the licensee ceased to be licensed.
(4)  This Division applies whether the failure to account, or the act or omission, took place before or after the commencement of this Division.
(5)  For the purposes of this Division, a licensee’s business includes acting as a selling agent for a home in a residential community under the Residential (Land Lease) Communities Act 2013.",
Compensation fund claim,PA02,173,P10'D3,Claims against Compensation Fund,"sa,action","(1)  The Compensation Fund is held, and is to be applied, for the purpose of compensating persons who suffer pecuniary loss because of a failure to account.
(2)  A person who claims to have suffered a pecuniary loss because of a failure to account may make a claim against the Compensation Fund, but only if the claim is made in writing to the Secretary within:
(a)  a period of 12 months after the person has become aware of the failure to account, or
(b)  a period of 2 years after the date of the failure to account,
whichever period ends first.
(3)  However, a claim caused by a failure of a licensee (or an employee or agent of a licensee) to lodge a rental bond with the Rental Bond Board may also be made at any time within one year after the termination of the tenancy agreement.
(4)  A licensee does not have a claim against the Compensation Fund in respect of a pecuniary loss suffered in connection with the licensee’s business as a licensee because of a failure to account.
(5)  Subject to this section, the Secretary may receive and allow, in whole or in part, any claim against the Compensation Fund at any time after the relevant failure to account arose.
(6)  The Secretary may disallow any claim, in whole or in part, in appropriate cases. In particular the Secretary may disallow a claim to the extent that pecuniary loss was suffered as a result of a failure to mitigate loss or was occasioned by unreasonable delay in making a claim.",
PA disciplinary ground,PA02,191,P12,Grounds for disciplinary action,"sa,action","Disciplinary action under this Part can be taken against a person who is or was the holder of a licence or certificate of registration on any one or more of the following grounds:
(a)  the person has contravened a provision of this Act or any other Act administered by the Minister, or the regulations under any such Act, whether or not the person has been prosecuted or convicted of an offence in respect of the contravention,
(b)  the person has contravened a condition of the licence or certificate of registration,
(c)  the person has, in the course of carrying on business or exercising functions under the licence or certificate of registration, acted unlawfully, improperly, unfairly or incompetently,
(d)  the person is a disqualified person or is otherwise not eligible under section 14 to hold a licence or certificate of registration,
(e)  the person is not a fit and proper person to be involved in the direction, management or conduct of the business of a licensee,
(f)  the person has failed to pay any part of a contribution or levy that is due and payable under Part 10 (Compensation Fund),
(g)  the person has breached an undertaking given by the person to the Secretary under this Act or the Fair Trading Act 1987, in respect of the person’s conduct of business or exercise of functions under the licence or certificate of registration,
(h)  the person has failed to comply with a direction given to the person by the Secretary pursuant to the taking of disciplinary action under this Part,
(i)  the person has failed to pay a monetary penalty imposed on the person by the Secretary pursuant to the taking of disciplinary action under this Part,
(j)  the issue of the person’s licence or certificate of registration was obtained by fraud or mistake,
(k)  grounds specified in the regulations as grounds for the taking of disciplinary action against a person under this Act.",
PA contravene legislation,PA02,191(a),P12,Grounds for disciplinary action (a),"sa,action","the person has contravened a provision of this Act or any other Act administered by the Minister, or the regulations under any such Act, whether or not the person has been prosecuted or convicted of an offence in respect of the contravention,",
PA contravene licence,PA02,191(b),P12,Grounds for disciplinary action (b),"sa,action","the person has contravened a condition of the license or certificate of registration,",
PA acting improperly,PA02,191(c),P12,Grounds for disciplinary action (c),"sa,action","the person has, in the course of carrying on business or exercising functions under the licence or certificate of registration, acted unlawfully, improperly, unfairly or incompetently,",
PA unfit direction,PA02,191(e),P12,Grounds for disciplinary action (e),"sa,action","the person is not a fit and proper person to be involved in the direction, management or conduct of the business of a licensee,",
PA undertaking breach,PA02,191(g),P12,Grounds for disciplinary action (g),"sa,action"," the person has breached an undertaking given by the person to the Secretary under this Act or the Fair Trading Act 1987, in respect of the person’s conduct of business or exercise of functions under the licence or certificate of registration,
",
PA disciplinary regulations,PA02,191(k),P12,Grounds for disciplinary action (k),"sa,action",grounds specified in the regulations as grounds for the taking of disciplinary action against a person under this Act.,
PA Indemnity insured,PA14,10,P2,Professional indemnity insurance,"sa,duty","(1)  A licensee must be insured under a policy of professional indemnity insurance in force with respect to the licensee, or the licensee’s employer, that complies with the requirements of this clause.
Note. Under section 22 of the Act it is a condition of a licensee’s licence that the licensee be insured as required by this clause.
(2)  The policy must provide cover for the following types of civil liability arising in the conduct of an agency business:
(a)  liability arising from any acts or omissions of the licensee that constitute:
(i)  negligence, or
(ii)  misleading or deceptive conduct, or
(iii)  breach of professional duty, or
(iv)  unintentional defamation, or
(v)  unintentional interference with intellectual property rights,
(b)  vicarious liability arising from any acts or omissions of an employee, agent or other person engaged in the agency business that constitute:
(i)  negligence, or
(ii)  misleading or deceptive conduct, or
(iii)  breach of professional duty, or
(iv)  defamation (for which the claimant is not at fault), or
(v)  interference with intellectual property rights (for which the claimant is not at fault), or
(vi)  fraud or dishonesty by the employee, agent or other person (for which the claimant is not at fault).
(3)  To avoid doubt, civil liability includes liability for personal injury.
(4)  The policy must provide cover of not less than $1 million for any one claim and not less than $3 million in the aggregate for all claims made during the period of insurance.
(5)  Amounts referred to in subclause (4) are inclusive of any costs incurred or payable by the claimant in connection with the claim (including legal costs).
(6)  A licensee is required to be insured under this clause only if the licensee engages in activities for which a licence is required under the Act.
(7)  A licensee is not required to be insured under this clause in respect of civil liability arising in the conduct of either of the following activities:
(a)  commercial property agency work with respect to any property that exceeds $10 million in value,
(b)  commercial property agency work carried out by a corporation on behalf of an affiliate that has indemnified the corporation against claims in accordance with this clause.
(8)  An indemnity provided to a corporation by its affiliate must cover:
(a)  any claim arising from a type of civil liability referred to in this clause, and
(b)  an amount equivalent to the amount of cover that would otherwise be required for such claims under this clause.
(9)  In this clause:
agency business means a business referred to in section 8 (1) of the Act.
employer of a licensee means a person who employs or otherwise engages the licensee to perform services for which a licence is required under the Act.
Note. Insurers must be authorised to provide insurance under the Insurance Act 1973 of the Commonwealth.",
Computer systems,PA14,22,P4,Computer systems control,"sa,duty","(1)  If a licensee maintains records for the purposes of this Part by means of a computer system, the licensee must comply with this clause in relation to the records.
(2)  The licensee must maintain a record, compiled in chronological sequence, of all changes (including creation, amendment or deletion) to any of the following information:
(a)  the name of the person on behalf of whom the licensee acts,
(b)  the address of the person on behalf of whom the licensee acts,
(c)  the code reference number, if any, of the person on behalf of whom the licensee acts,
(d)  agency description,
(e)  trust account number,
disclosing the details of the information before and after the change.
(3)  The licensee must ensure, in respect of any journal:
(a)  that entries balance before those entries are made in the ledger, and
(b)  that any journal reference numbers are allocated in sequence under program control.
(4)  The licensee must ensure in respect of any ledger that no program is capable of accepting the entry of a transaction resulting in a debit balance to an account unless a contemporaneous record of the transaction is made in such a manner as to enable the production in permanent legible form, on demand, of a separate chronological report of all such occurrences.
(5)  The licensee must ensure in respect of any ledger that no program enables the deletion of an account unless:
(a)  the balance of the account is zero, and
(b)  the account when deleted is retained (as it was immediately before deletion) in a form from which the information can be produced on demand in permanent legible form in the English language.
(6)  The licensee must ensure that any entry in a record produced in visible form appears in chronological sequence.
(7)  The licensee must ensure that a report, or each page of or entry in a report, is numbered sequentially under program control in a manner that enables the completeness of the records required to be kept by this Part to be conveniently verified.
(8)  The licensee must ensure that no amendment to the particulars of a transaction already recorded can be made otherwise than by a separate transaction effecting the amendment.
(9)  The licensee must ensure that each program requires input in each field of a data entry screen intended to receive information required by this Part to be included in records.
(10)  The licensee must ensure that either:
(a)  a back-up copy of all records to which this clause refers is made on a computer disk or magnetic tape or by other electronic means not less frequently than once each month, and the most recent back-up copy is kept in such a place at a separate location that any incident (such as fire, or a power or disk failure) that could adversely affect the records would not also affect the back-up copy, or
(b)  all records to which this clause refers are backed up using cloud technology through the internet not less frequently than once each month.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
Systems chronology,PA14,22(6),P4,Computer systems control (6),"sa,duty","The licensee must ensure in respect of any ledger that no program is capable of accepting the entry of a transaction resulting in a debit balance to an account unless a contemporaneous record of the transaction is made in such a manner as to enable the production in permanent legible form, on demand, of a separate chronological report of all such occurrences.",
Systems finality,PA14,22(8),P4,Computer systems control (8),"sa,duty",The licensee must ensure that no amendment to the particulars of a transaction already recorded can be made otherwise than by a separate transaction effecting the amendment.,
Trust receipts,PA14,23,P4,Receipts for trust money,"sa,duty","(1)  A licensee must, immediately on receiving money for or on behalf of any person, prepare or cause to be prepared a receipt in accordance with this clause.
(2)  When a receipt is being prepared by a licensee:
(a)  from the trust receipt book, a copy of the entries made on the receipt must be made simultaneously on the machine numbered duplicate form provided in the book, or
(b)  otherwise than from a trust receipt book, a copy of the entries made on the receipt must be made simultaneously in the record required to be kept by clause 26 (Record of trust account transactions).
(3)  The following particulars must be shown on a receipt:
(a)  the date of issue,
(b)  the number of the receipt in numerical sequence,
(c)  the name of the licensee and the words “Trust Account”,
(d)  the name of the person from whom the payment was received,
(e)  the name and ledger reference number of the person on behalf of whom the payment was made,
(f)  particulars sufficient to identify the transaction in respect of which the money was paid,
(g)  the amount of money received and whether (or the extent to which) it was paid in cash or by cheque, by electronic funds transfer or otherwise.
(4)  Receipts must be prepared in the numerical order of the series to which they belong.
(5)  The original of a receipt must be issued, on demand, to the person from whom the trust money is received.
(6)  A licensee must retain:
(a)  any original receipt that is not issued to the person from whom the trust money is received, and
(b)  any original receipt that is cancelled after it is prepared, and
(c)  duplicate receipts.
(7)  Despite subclause (6) (c), a licensee is not required to retain duplicate receipts in relation to money received if an electronic record of receiving the money was made as soon as was practicable after the money was received.
(8)  When a receipt is issued by a licensee in respect of rent collected, there must be shown on the receipt (in addition to the particulars required by subclause (3)) the date to which rent has been calculated and the position of the rental account as at that date.
(9)  When a strata managing agent or community managing agent issues a receipt for a payment received in the course of acting as a strata managing agent or community managing agent, the agent must (in addition to the particulars required by subclause (3)) show on the receipt the following particulars:
(a)  if the payment is in respect of a contribution referred to in section 75 or 76 of the Strata Schemes Management Act 1996—the fact that it is made in respect of that contribution and the lot number in respect of which the contribution is paid,
(b)  if the payment is in respect of a regular periodic contribution determined under section 75 or 76 of the Strata Schemes Management Act 1996—the period in respect of which the payment is made,
(c)  if the payment is in respect of a contribution referred to in clause 11 of Schedule 1 to the Community Land Management Act 1989—the fact that it is made in respect of that contribution, a statement identifying the land or premises in respect of which the liability to make the contribution is imposed and, if the contribution is a regular periodic contribution, the period in respect of which it is made,
(d)  if the payment was received in respect of more than one matter—the apportionment of that payment between those matters,
(e)  if the receipt is issued from a general trust receipt book—the name of the owners corporation, community association, precinct association or neighbourhood association for or on behalf of which the payment is received.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
Trust transaction record,PA14,26,P4,Record of trust account transactions,"sa,duty","(1)  A licensee must keep a record of daily receipts and payments of money into and out of the licensee’s trust account.
(2)  The record must be in the nature of a cash book in which the pages are consecutively numbered and on the respective pages of which are shown:
(a)  the consecutive numbers of receipts issued or cancelled, and
(b)  the consecutive numbers of cheques drawn or cancelled, and
(c)  in the case of money received or disbursed by means of electronic funds transfer, the consecutive reference numbers or other means of identification of the transfers.
(3)  When money required to be paid into the trust account is received, the licensee must enter into the record the particulars required by clause 23 (3) (a), (b) and (d)–(g) to be entered in a receipt for the money, together with the date of the deposit of the money to the trust account and the amount of the deposit.
(4)  When money is paid out of the trust account, the licensee must enter into the record the particulars required by clause 24 (3) to be recorded for a cheque or required by clause 24 (5) to be recorded for an electronic funds transfer.
(5)  At the end of each named month, the licensee must balance the cash book or other record and either:
(a)  carry forward the balance to the commencement of the next month, or
(b)  carry forward the balance to a ledger account provided for the purpose.
(6)  The licensee must, at the end of each named month, prepare a statement reconciling the balance of the licensee’s trust account with the balance of the related cash book or other record.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
Trust journal,PA14,27,P4,Journal,"sa,duty","(1)  A licensee must record in a journal, maintained exclusively for the licensee’s trust account, all transfers between accounts in the trust account ledger that are not effected by cheque or electronic funds transfer.
(2)  The recording must include the following:
(a)  the date of the transfer,
(b)  the amount transferred to and from each ledger account,
(c)  the names of all ledger accounts to be debited or credited,
(d)  the relevant reference number or other identification,
(e)  sufficient particulars to identify the transfer and the reason for the transfer.

(3)  Each transfer, when entered in the journal, is to be numbered consecutively.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
Trust ledger,PA14,28,P4,Trust account ledger,"sa,duty","(1)  A licensee must maintain a separate ledger account for trust money received on behalf of or paid to each person on behalf of whom the agent acts.
(2)  The ledger account must include the name of the person on behalf of whom the licensee acts, a reference number or other identification and particulars of each transaction affecting trust money.
(3)  Those particulars must include the following:
(a)  the date of the transaction,
(b)  a description of the transaction,
(c)  particulars sufficient to identify the trust record originating the transaction,
(d)  the amount of the transaction,
(e)  the resulting current balance of account arising from the transaction.


Maximum penalty:(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
PA account record,PA14,36,P5,Copy of accounts of owners corporation to be kept as record,"sa,duty","A strata managing agent served with a notice of resolution of the executive committee of an owners corporation under section 105 (2) of the Strata Schemes Management Act 1996 or section 51 of the Community Land Management Act 1989 that requires the agent to deliver any records or books of account of the owners corporation kept by the agent must, before delivering them:
(a)  prepare a true copy of the records or books of account the subject of the notice of resolution for retention by the agent, and
(b)  certify in writing on the copy that the copy is a true copy of those records or books of account.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
PA fund reporting,PA14,37,P5,Report to be prepared by managing agent,"sa,duty","(1)  A managing agent who holds or ceases to hold the money in a fund established by an owners corporation under section 66 or 69 of the Strata Schemes Management Act 1996 or by an association under Schedule 1 to the Community Land Management Act 1989 must comply with this clause.
(2)  The agent must prepare a report relating to the management of each such fund during the period since the person last commenced to act as managing agent for the owners corporation or association or since the person last prepared a report under this clause for the owners corporation or association.
(3)  Such a report must be signed by the agent and forwarded to the treasurer of the owners corporation or association at the following times:
(a)  if the money is held in a separate trust account kept for the owners corporation or association—at least once in every 3 months,
(b)  if the money is not held in a separate trust account kept for the owners corporation or association—at least once in every 3 months,
(c)  if the agent ceases to act as managing agent for the owners corporation or association—within 14 days after termination of the agency agreement.
(4)  Such a report (other than one resulting from the termination of an agency agreement) must have been completed no earlier than one month before it is forwarded to the treasurer.
(5)  Each report must:
(a)  state the name and address of the owners corporation or association for whom the report is prepared, and
(b)  specify the period in respect of which the report is prepared, and
(c)  state the date of completion of the report, and
(d)  if the report is required because of the termination of an agency agreement, reconcile all receipts and payments with the statements from the relevant authorised deposit-taking institution up to the time of termination.
(6)  A report must also contain the following particulars for the fund or, if more than one, for each fund of the owners corporation or association:
(a)  the amount of contribution to that fund levied during the period to which it relates in respect of each of the lots in the scheme concerned,
(b)  the amount of contribution to that fund paid during that period in respect of each of those lots,
(c)  the amount of contribution to that fund levied in respect of each of those lots but not paid as at the date of the report,
(d)  the amount of any money received into that fund otherwise than as such a contribution and a description of the sources of that money,
(e)  the amount of any money actually expended from that fund on behalf of the owners corporation or association and the amount of any money due to be paid from that fund but not actually paid as at the date of the report,
(f)  the amount of any money that is expected to become due and payable from that fund by the owners corporation or association before the next report is prepared,
(g)  the amount of any money standing to the credit of that fund in an authorised deposit-taking institution and the name of the account at the authorised deposit-taking institution,
(h)  the amount of any money standing to the credit of that fund invested otherwise than in an authorised deposit-taking institution and, if so, where it is invested,
(i)  the total amount of money standing to the credit of that fund.
(7)  The managing agent who prepared the report must retain a copy of the report at the agent’s registered office for 3 years from the date on which the report was prepared.
(8)  In this clause:
managing agent means strata managing agent or community managing agent.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.",
PA Committee access,PA14,38,P5,Managing agent to permit executive committee to inspect records,"sa,duty","(1)  A strata managing agent or community managing agent must permit, on demand made at any reasonable time, any member of the executive committee of an owners corporation, community association, precinct association or neighbourhood association for whom the agent acts as managing agent to inspect any records or books of account of the corporation or association.
(2)  A strata managing agent or community managing agent must, within 14 days of being appointed by an owners corporation, community association, precinct association or neighbourhood association to act as managing agent, give to the corporation or association a written authority directing the authorised deposit-taking institution or any other person or body with which any money of the corporation or association is invested to disclose to a member of the executive committee of the corporation or association, at the request of the member, any information relating to that money.
Maximum penalty:
(a)  40 penalty units in the case of a corporation, or
(b)  20 penalty units in any other case.
(3)  Where a strata managing agent or community managing agent has not complied with subclause (2), the authorised deposit-taking institution or other person or body with which money of the corporation or association is or has been invested may disclose to a member of the executive committee of the corporation or association, at the request of the member, any information relating to that money as though subclause (2) had been complied with.",
PA Knows legislation,PA14,S1(1),Sch1,Knowledge of Act and regulations,"sa,duty","An agent must have a knowledge and understanding of the Act and the regulations under the Act, and such other laws relevant to the category of licence or certificate of registration held (including, laws relating to residential tenancy, fair trading, competition and consumer protection, anti-discrimination and privacy) as may be necessary to enable the agent to exercise his or her functions as agent lawfully.",
PA Fiduciary obligation,PA14,S1(2),Sch1,Fiduciary obligations,"sa,duty",An agent must comply with the fiduciary obligations arising as an agent.,
PA Fairness,PA14,S1(3),Sch1,"Honesty, fairness and professionalism","sa,duty","(1)  An agent must act honestly, fairly and professionally with all parties in a transaction.
(2)  An agent must not mislead or deceive any parties in negotiations or a transaction.",
PA Diligence,PA14,S1(4),Sch1,"Skill, care and diligence","sa,duty","An agent must exercise reasonable skill, care and diligence.
",
PA Harassment,PA14,S1(5),Sch1,"High pressure tactics, harassment or unconscionable conduct","sa,duty","An agent must not engage in high pressure tactics, harassment or harsh or unconscionable conduct.",
PA Client interests,PA14,S1(6),Sch1,To act in client’s best interests,"sa,duty",An agent must act in the client’s best interests at all times unless it would be contrary to the Act or regulations under the Act or otherwise unlawful to do so.,
PA According authority,PA14,S1(8),Sch1,To act in accordance with client authority,"sa,duty",An agent must not act as an agent or represent himself or herself as acting as an agent on behalf of a person without written authority.,
PA According instruction,PA14,S1(9),Sch1,To act in accordance with client’s instructions,"sa,duty",An agent must act in accordance with a client’s instructions unless it would be contrary to the Act or regulations under the Act or otherwise unlawful to do so.,
PA Employees comply,PA14,S1(10),Sch1,Licensee must ensure employees comply with the Act and regulations,"sa,duty",An agent who is the licensee-in-charge at a place of business of a licensee must take reasonable steps to ensure other licensees or registered persons employed in the business conducted there comply with the Act and regulations under the Act.,
PA Conflict,PA14,S1(11),Sch1,Conflicts of interest,"sa,duty","An agent must not accept an appointment to act, or continue to act, as an agent if doing so would place the agent’s interests in conflict with the client’s interests.",
PA Referrals,PA14,S1(12),Sch1,Referral to service provider,"sa,duty","(1)  An agent who refers a person to a service provider must not falsely represent to the person that the service provider is independent of the agent.
(2)  For the purposes of this clause, a service provider is considered to be independentof an agent if:
(a)  the agent receives no rebate, discount, commission or benefit for referring a client or customer to the service provider, and
(b)  the agent does not have a personal or commercial relationship with the service provider.
(3)  The following are examples of a personal or commercial relationship:
(a)  a family relationship,
(b)  a business relationship,
(c)  a fiduciary relationship,
(d)  a relationship in which one person is accustomed, or obliged, to act in accordance with the directions, instructions or wishes of the other person.
(4)  If the service provider is not independent of the agent, the agent must disclose to the person:
(a)  the nature of any relationship, whether personal or commercial, the agent has with the service provider, and
(b)  the nature and value of any rebate, discount, commission or benefit the agent may receive, or expects to receive, by referring the client or customer to the service provider.",
PA Mislead solicitation,PA14,S1(15),Sch1,Soliciting through false or misleading advertisements or communications,"sa,duty","An agent must not solicit clients or customers through advertisements or other communications that the agent knows or should know are false or misleading.
",
PA Act representation,PA14,S1(18),Sch1,Representations about the Act or regulations,"sa,duty","(1)  An agent must not falsely represent to a person the nature or effect of a provision of the Act or any regulation under the Act.
(2)  An agent must not, either expressly or impliedly, falsely represent, whether in writing or otherwise, to a person that a particular form of agency agreement or any term of such an agreement is required by the Act or a regulation under the Act.",
SMA Transfer co-operation,PA14,S6(1),Sch6,"Co-operation about records, access and transfer","sa,duty","If an agent is acting on behalf of a person in the management of property and is advised by another agent that the other agent (the new agent) has been engaged to act on behalf of that person in the management of that property, the agent must co-operate with the new agent in regard to access to the records of the person, including but not limited to making the records reasonably available (according to law) and facilitating the transfer of management functions between the agent and the new agent.",
SMA Collection agent,PA14,S6(3),Sch6,Use of collection agent to collect rent,"sa,duty","(1)  A licensee must not use the services of a collection agent to collect rent or levies on behalf of a person unless the arrangements for the collection and holding of the rent or levies pending payment to the agent or the person comply with such guidelines as the Secretary may issue from time to time under this clause (including guidelines requiring rent or levies collected by a collection agent to be paid into and retained in a trust account).
(2)  In this clause:
collection agent means a person who collects rent or levies as agent for and on behalf of a licensee.",
SMA Specific instruction,PA14,S6(6),Sch6,Confirmation of specific instructions—strata managing agent or community managing agent,"sa,duty","Before or at the time of entering into an agency agreement under which an agent will exercise the functions of a strata managing agent or community managing agent, the agent must prepare for inclusion in the agency agreement written confirmation of the extent of the agent’s authority to undertake the following duties in connection with the exercise of those functions and any limitations on the agent’s authority to undertake those duties:
(a)  undertaking the financial management of funds and books of account,
(b)  holding documents and maintaining records relating to the scheme (for example, the strata roll, notices and minutes of meetings),
(c)  arranging building inspections and reports,
(d)  effecting repairs to and maintaining common property or engaging appropriately qualified tradespersons to do so and detailing limitations on expenditure that may be incurred by the agent without obtaining the approval of the person on behalf of whom the agent is acting,
(e)  paying disbursements and expenses incurred in connection with the agent’s management of the scheme,
(f)  arranging insurance cover for the scheme,
(g)  serving notices to comply with a by-law,
(h)  managing the sinking fund and the administrative fund,
(i)  undertaking steps necessary to recover any money owing in relation to levies,
(j)  representing the owners corporation or association in tribunal or court proceedings,
(k)  paying accounts in relation to the scheme (for example, accounts for water charges, council rates and maintenance),
(l)  arranging and undertaking administrative duties in relation to annual general meetings and other general meetings.",
PA Agency agreement,PA14,S7,Sch7,Schedule 7 Terms applying to all agency agreements,"sa,duty","1   Identification of property, business or professional practice
The agreement must specify the address of the property, business or professional practice to which the agreement applies or must contain such other description of the property, business or professional practice as clearly identifies it. This clause does not apply to an agency agreement to act for the buyer of land.
2   Names of parties to agreement
The agreement must specify the names of each of the parties to the agreement (including the licensee).
3   Information identifying parties
The agreement must specify the address of the person on behalf of whom the agent is acting, the licensee’s licence number and any business name under which the licensee conducts business.
4   Authority of the person on behalf of whom the agent will act to enter into agreement
The agreement must contain a statement to the effect that the person on behalf of whom the agent is acting warrants that the person has authority to enter into the agreement.
5   Authorisation for licensee to act on behalf of person
The agreement must contain a term containing particulars of the extent of the authority of the licensee to act as agent on behalf of the person on behalf of whom the agent is acting in providing services under the agreement.
6   Period of duration of the agreement
The agreement must contain a term indicating the period for which the agreement remains in force or indicating that the agreement remains in force until terminated.
7   Termination of the agreement
If the agreement provides for its termination by a party to the agreement, the agreement must indicate how and when it can be terminated.
8   Reimbursement of licensee
(1)  If the licensee is to be entitled to any sum or reimbursement for expenses or charges incurred by the licensee in connection with services provided under the agency agreement, the agreement must include a term that:
(a)  states that the licensee is so entitled, and
(b)  describes those services, and
(c)  specifies the amount to which the licensee is so entitled and when it is payable, and
(d)  states that those services and amounts cannot be varied except with the agreement in writing of the person on behalf of whom the agent is acting.
(2)  Subclause (1) (d) does not apply to an agency agreement for the exercise of the functions of a strata managing agent or community managing agent.
9   Remuneration
(1)  The agreement must include a term specifying:
(a)  the circumstances in which the licensee is entitled to remuneration (by way of commission or otherwise) for services performed under the agreement, and
(b)  the amount of the remuneration or the way in which it is to be calculated, and
(c)  when the remuneration is payable.
(2)  If the agreement relates to the sale or purchase of residential property and provides for payment of commission to the agent calculated as a percentage of the sale or purchase price, the term must also specify the amount of the remuneration to which the licensee will be entitled calculated on the basis of a specified estimated sale or purchase price for the property.",
